"MIS_CLASS","MIS_CODE","CODE_DESC","ACTIVE"
"SUBINDCOD","47510","IXTISASLASDIRILMIS MAGAZALARDA TOXUCULUQ MEMULATLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47520","IXTISASLASDIRILMIS MAGAZALARDA DEMIR MEMULATLARININ, LAK-BOYA MADDELERININ VE SUSENIN PERAKENDE SATISI","A"
"SUBINDCOD","47530","IXTISASLASDIRILMIS MAGAZALARDA XALCA, DIVAR VE DOSEME UCUN ORTUKLERIN PERAKENDE SATISI","A"
"SUBINDCOD","47541","IXTISASLASDIRILMIS MAGAZALARDA ELEKTRIK-MEISET MALLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47542","IXTISASLASDIRILMIS MAGAZALARDA MOBIL TELEFONLARIN PERAKENDE SATISI VE TEMIRI","A"
"SUBINDCOD","47590","IXTISASLASDIRILMIS MAGAZ.DA MEBEL, ISIQLANDIRICI AVADANLIQ. DIGER MEISET CIHAZLARININ PERAK. SATISI","A"
"SUBINDCOD","47610","IXTISASLASDIRILMIS MAGAZALARDA KITABLARIN PERAKENDE SATISI","A"
"SUBINDCOD","47620","IXTISASLASDIRILMIS MAGAZALARDA QEZETLERIN VE DEFTERXANA LEVAZIMATLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47630","IXTISASLASDIRILMIS MAGAZALARDA MUSIQI VE VIDEO YAZILARININ PERAKENDE SATISI","A"
"SUBINDCOD","47640","IXTISASLASDIRILMIS MAGAZALARDA IDMAN MALLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47650","IXTISASLASDIRILMIS MAGAZALARDA OYUN VE OYUNCAQLARIN PERAKENDE SATISI","A"
"SUBINDCOD","47711","IXTISASLASDIRILMIS MAGAZALARDA GEYIMLERIN PERAKENDE SATISI","A"
"SUBINDCOD","47712","IXTISASLASDIRILMIS MAGAZALARDA TRIKOTAJ VE CORAB MEMULATLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47720","IXTISASLASDIRILMIS MAGAZALARDA AYAQQABI VE DERI MEMULATLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47730","IXTISASLASDIRILMIS MAGAZALARDA EZCACILIQ MALLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47740","IXTISASLASDIRILMIS MAGAZALARDA TIBB VE ORTOPEDIYA MALLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47750","IXTISASLASDIRILMIS MAGAZALARDA KOSMETIKA VE ETRIYYAT MALLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47760","IXTISASLASDIRILMIS MAGAZ.DA GULVE DIG BITKI, TOXUML, GUBRE, EV HEYVAN. VE EV HEYVAN. UC YEML PERAK SATIS","A"
"SUBINDCOD","47770","IXTISASLASDIRILMIS MAGAZALARDA SAATLARIN VE ZERGERLIK MEMULATLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47780","IXTISASLASDIRILMIS MAGAZALARDA SAIR YENI MALLARIN PERAKENDE SATISI","A"
"SUBINDCOD","47790","IXTISASLASDIRILMIS MAGAZALARDA KOHNE MALLARIN PERAKENDE SATISI","A"
"SUBINDCOD","47810","ICKI VE TUTUN MEMULATLARI DA DAXIL OLMAQLA CADIRLARDA VE BAZARLARDA ERZAQ MEHSULLARININ PERAKENDE SATISI","A"
"SUBINDCOD","47820","CADIRLARDA VE BAZARLARDA TOXUCULUQ MEMULATLARININ, GEYIMLERIN VE AYAQQABILARIN PERAKENDE SATISI","A"
"SUBINDCOD","47890","CADIRLARDA VE BAZARLARDA SAIR MALLARIN PERAKENDE SATIS","A"
"SUBINDCOD","47910","POCT VE YA INTERNET ILE SIFARISLERI YERINE YETIREN FIRMALAR VASITESILE PERAKENDE SATIS","A"
"SUBINDCOD","47990","MAGAZA, CADIR VE BAZARLARDAN KENARDA SAIR PERAKENDE SATIS","A"
"SUBINDCOD","49","Yerustu ve boru kemeri neqliyyatlarinin fealiyyeti","A"
"SUBINDCOD","49100","SEHERLERARASI DEMIR YOLU XETTI ILE SERNISIN DASINMASI","A"
"SUBINDCOD","49201","DEMIR YOLU VASITESI ILE YUK DASINMASI","A"
"SUBINDCOD","49202","TEHLUKELI YUKLERIN DEMIR YOLU VASITESI ILE DASINMASI","A"
"SUBINDCOD","49310","SEHER VE SEHERETRAFI SERNISIN QURUYOL NEQLIYYATI FEALIYYETI","A"
"SUBINDCOD","49320","TAKSI FEALIYYETI","A"
"SUBINDCOD","49391","DIGER QRUPLARA DAXIL EDILMEYEN SAIR QURU YOL SERNISIN NEQLIYYATININ FEALIYYETI","A"
"SUBINDCOD","49392","AVTOMOBIL NEQLIYYATI ILE BEYNELXALQ SERNISIN DASINMASI","A"
"SUBINDCOD","49411","YUK AVTOMOBIL NEQLIYYATLARININ FEALIYYETI","A"
"SUBINDCOD","49412","TEHLUKELI YUKLERIN YUK AVTOMOBIL NEQLIYYATI VASITESILE DASINMASI","A"
"SUBINDCOD","49413","AVTOMOBIL NEQLIYYATI ILE BEYNELXALQ YUK DASINMASI","A"
"SUBINDCOD","49420","YERDEYISME ILE ELAQEDAR XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","49501","BORU KEMERI VASITESILE QAZSEKILLI MATERIALLARIN NEQLI","A"
"SUBINDCOD","49502","BORU KEMERI VASITESILE MAYESEKILLI MATERIALLARIN DASINMASI","A"
"SUBINDCOD","49503","TEHLUKELI YUKLERIN BORU KEMERI VASITESILE DASINMASI","A"
"SUBINDCOD","50","Su neqliyyatinin fealiyyeti","A"
"SUBINDCOD","50101","DENIZ NEQLIYYATI VASITESILE SERNISIN DASINMASI","A"
"SUBINDCOD","50102","EKSKURSIYA, GEZINTI VE TURIST GEMILERININ XIDMETLERI","A"
"SUBINDCOD","50201","DENIZ NEQLIYYATI VASITESILE YUKLERIN DASINMASI","A"
"SUBINDCOD","50202","TEHLUKELI YUKLERIN DENIZ NEQLIYYATI VASITESILE DASINMASI","A"
"SUBINDCOD","50300","DAXILI SU NEQLIYYATI VASITESI ILE (CAYLARDA) SERNISIN DASINMASI","A"
"SUBINDCOD","50401","CAY NEQLIYYATI VASITESILE YUKLERIN DASINMASI","A"
"SUBINDCOD","50402","TEHLUKELI YUKLERIN CAY NEQLIYYATI VASITESILE DASINMASI","A"
"SUBINDCOD","51","Hava neqliyyatinin fealiyyeti","A"
"SUBINDCOD","51100","HAVA NEQLIYYATI VASITESILE SERNISINLERIN DASINMASI","A"
"SUBINDCOD","51211","HAVA NEQLIYYATI VASITESILE YUKLERIN DASINMASI","A"
"SUBINDCOD","51212","HAVA NEQLIYYATI VASITESILE TEHLUKELI YUKLERIN DASINMASI","A"
"SUBINDCOD","51221","KOSMIK NEQLIYYATIN FEALIYYETI","A"
"SUBINDCOD","51222","TEHLUKELI YUKLERIN KOSMIK NEQLIYYATI VASITESILE DASINMASI","A"
"SUBINDCOD","52","Anbar teserrufati ve yardimci neqliyyat fealiyyeti","A"
"SUBINDCOD","52101","SAXLAMA VE ANBARLARA YIGMA","A"
"SUBINDCOD","52102","GOMRUK ANBARLARININ, MUVEQQETI SAXLANC ANBARLARININ, SERBEST ANBARLARIN TESIS EDILMESI","A"
"SUBINDCOD","52210","YERUSTU NEQLIYYATLARIN YARDIMCI FEALIYYETI","A"
"SUBINDCOD","52220","SU NEQLIYYATLARININ YARDIMCI FEALIYYETI","A"
"SUBINDCOD","52230","HAVA NEQLIYYATININ YARDIMCI FEALIYYETI","A"
"SUBINDCOD","52240","YUKLERIN NEQLIYYAT EMALI","A"
"SUBINDCOD","52290","SAIR YARDIMCI NEQLIYYAT FEALIYYETI","A"
"SUBINDCOD","52292","GOMRUK BROKERI, GOMRUK DASIYICISI, GOMRUK ERAZIS. MAL.EMALI VE GOMRUK ERAZISINDEN KENARDA MALLARIN EMALI","A"
"SUBINDCOD","53","Poct ve kuryer fealiyyeti","A"
"SUBINDCOD","53101","POCT FEALIYYETI","A"
"SUBINDCOD","53102","SURETLI POCT XIDMETI","A"
"SUBINDCOD","53200","SAIR POCT VE KURYER FEALIYYETI","A"
"SUBINDCOD","55","Yasayis ucun yerler terefinden xidmetlerin gosterilmesi","A"
"SUBINDCOD","55100","MEHMANXANALAR VE OXSAR YERLER TEREFINDEN XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","55200","KICIK YAYLAQ EVLERI VE QISA MUDDET QALMAQ UCUN SAIR YERLER TEREFINDEN XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","55300","KEMPINQ, AVTO-QOSQU EVLER VE AVTO-QOSQU EVLER DAYANACAQLARI TEREFINDEN XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","55900","YASAYIS UCUN SAIR YERLER TEREFINDEN XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","56","Icki ve yemeklerin satisi ile elaqedar xidmetlerin gosterilmesi","A"
"SUBINDCOD","56100","RESTORANLAR TEREFINDEN XIDMETLERIN GOSTERILMESI VE YEMEKLERIN CATDIRILMASI UZRE XIDMETLER","A"
"SUBINDCOD","56102","SADLIQ EVLERININ XIDMETLERI","A"
"SUBINDCOD","56103","CAYXANALAR TEREFINDEN XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","56210","HAZIR YEMEKLERIN GONDERILMESI","A"
"SUBINDCOD","56290","YEMEKLERIN SATISI ILE ELAQEDAR SAIR XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","56292","YEMEKXANALAR TEREFINDEN XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","56300","ICKILERIN SATISI ILE ELAQEDAR (BARLAR TEREFINDEN) XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","58","Nesriyyat fealiyyeti","A"
"SUBINDCOD","58110","KITAB NESRI","A"
"SUBINDCOD","58120","MELUMAT KITABLARININ VE UNVAN SIYAHILARININ NESRI","A"
"SUBINDCOD","58130","QEZET NESRI","A"
"SUBINDCOD","58140","JURNAL VE DOVRI NESRLERIN DERC EDILMESI","A"
"SUBINDCOD","58190","SAIR NESRIYYAT FEALIYYETI","A"
"SUBINDCOD","58210","KOMPUTER OYUNLARININ NESRI","A"
"SUBINDCOD","58290","SAIR PROQRAM TEMINATININ NESRI","A"
"SUBINDCOD","59","Kinofilmlerin, video ve televiziya proqram istehsali,sesyazma ve musiqi nesirleri ile elaqedar fealiyyet","A"
"SUBINDCOD","59110","KINOFILMLERIN, VIDEO VE TELEVIZIYA PROQRAMLARININ ISTEHSALI ILE ELAQEDAR FEALIYYET","A"
"SUBINDCOD","59120","KINOFILMLERIN, VIDEO VE TELEVIZIYA PROQRAMLARININ HAZIRLANMASINDAN SONRA FEALIYYET (YIGILMASI)","A"
"SUBINDCOD","59130","KINOFILMLERIN, VIDEO VE TELEVIZIYA PROQRAMLARININ YAYIMI ILE ELAQEDAR FEALIYYET","A"
"SUBINDCOD","59140","KINOFILMLERIN NUMAYISI ILE ELAQEDAR FEALIYYET","A"
"SUBINDCOD","59200","SESYAZMA VE MUSIQI NESRLERI ILE ELAQEDAR FEALIYYET","A"
"SUBINDCOD","60","Proqramlarin tertib edilmesi, radio ve televerilislerin translyasiya edilmesi ile elaqedar fealiyyet","A"
"SUBINDCOD","60100","RADIOVERILISLERIN TRANSLYASIYA EDILMESI","A"
"SUBINDCOD","60200","TELEVIZIYA PROQRAMLARININ TERTIB EDILMESI VE TELEVERILISLERIN TRANSLYASIYA EDILMESI","A"
"SUBINDCOD","61","Rabite","A"
"SUBINDCOD","61101","SIMLI TELEKOMMUNIKASIYA FEALIYYETI","A"
"SUBINDCOD","61102","TELEFON RABITESI","A"
"SUBINDCOD","61103","TELEQRAF RABITESI","A"
"SUBINDCOD","61104","TELEKS","A"
"SUBINDCOD","61201","SIMSIZ TELEKOMMUNIKASIYA FEALIYYETI","A"
"SUBINDCOD","61202","MOBIL TELEFON RABITESI XIDMETLERININ GOSTERILMESI","A"
"SUBINDCOD","61300","PEYK RABITESI XIDMETLERININ GOSTERILMESI","A"
"SUBINDCOD","61900","SAIR TELEKOMMUNIKASIYA FEALIYYETI","A"
"SUBINDCOD","61902","INTERNET RABITESI","A"
"SUBINDCOD","62","Proqram teminatinin islenmesi, bu sahede meslehetler ve bununla elaqedar fealiyyet","A"
"SUBINDCOD","62010","PROQRAM TEMINATININ ISLENMESI","A"
"SUBINDCOD","62021","HESABLAMA TEXNIKASI VASITELERI UZRE MESLEHETLER","A"
"SUBINDCOD","62022","SAIR MESLEHETLER VE PROQRAM TEMINATININ GONDERILMESI","A"
"SUBINDCOD","62023","INFORMASIYA MUHAFIZE VASITELERININ LAYIHELENDIRILMESI VE ISTEHSALI SAHESINDE FEALIYYET","A"
"SUBINDCOD","62030","HESABLAMA SISTEMLERININ IDARE EDILMESI","A"
"SUBINDCOD","62090","MELUMAT TEXNOLOGIYALARI VE HESABLAMA TEXNIKASI SAHESINDE SAIR FEALIYYET","A"
"SUBINDCOD","63","Informasiya xidmetleri fealiyyeti","A"
"SUBINDCOD","63110","MELUMATLARIN ISLENMESI VE BUNUNLA BAGLI FEALIYYET","A"
"SUBINDCOD","63120","WEB SEHIFELERINDEN (INTERNET PORTALLARINDAN) ISTIFADE","A"
"SUBINDCOD","63910","MELUMAT AGENTLIKLERININ FEALIYYETI","A"
"SUBINDCOD","63991","DIGER QRUPLARA DAXIL EDILMEYEN SAIR INFORMASIYA XIDMETLERI","A"
"SUBINDCOD","63992","SEBEKELERE TEXNIKI XIDMET GOSTERILMESI","A"
"SUBINDCOD","64","Maliyye fealiyyeti (sigorta ve pensiya teminati uzre xidmetlerden basqa)","A"
"SUBINDCOD","64110","MERKEZI BANKIN FEALIYYETI","A"
"SUBINDCOD","64190","DIGER PUL VASITECILIYI","A"
"SUBINDCOD","64200","HOLDINQ KOMPANIYALARININ FEALIYYETI","A"
"SUBINDCOD","64300","TRAST-KOMPANIYALARININ, INVESTISIYA FONDLARININ VE OXSAR MALIYYE TESKILATLARININ FEALIYYETI","A"
"SUBINDCOD","64910","MALIYYE LIZINQI","A"
"SUBINDCOD","64920","KREDITIN VERILMESI","A"
"SUBINDCOD","64922","LOMBARDLARIN FEALIYYETI","A"
"SUBINDCOD","64991","QIYM.KAGIZ.BAZ.PROFES.ISTIRAKC.FEALI(BROKER, DILER,QIYM KAGIZ.ID EDILM,QARS. OHD.MUEY EDILM.DEPOZITAR)","A"
"SUBINDCOD","64992","DIGER QRUPLARA DAXIL EDILMEYEN SAIR MALIYYE VASITECILIYI","A"
"SUBINDCOD","65","Sigorta, tekrar sigorta ve pensiya teminati","A"
"SUBINDCOD","65110","HEYATIN SIGORTASI","A"
"SUBINDCOD","65120","SIGORTANIN SAIR NOVLERI (HEYATIN SIGORTALANMASINDAN BASQA)","A"
"SUBINDCOD","65200","TEKRAR SIGORTALAR","A"
"SUBINDCOD","65300","PENSIYA TEMINATI","A"
"SUBINDCOD","66","Maliyye xidmetleri ve sigorta sahesinde yardimci fealiyyet","A"
"SUBINDCOD","66110","MALIYYE BAZARLARININ IDARE EDILMESI","A"
"SUBINDCOD","66121","FOND BAZARI VE BIRJA EMELIYYATLARI","A"
"SUBINDCOD","66122","EMTEE BIRJASININ FEALIYYETI","A"
"SUBINDCOD","66190","MALIYYE XIDMETLERI SAHESINDE SAIR YARDIMCI FEALIYYET","A"
"SUBINDCOD","66210","RISK VE ZERERIN QIYMETLENDIRILMESI","A"
"SUBINDCOD","66220","SIGORTA AGENTLERININ VE MAKLERLERIN FEALIYYETI","A"
"SUBINDCOD","66291","SIGORTA VE PENSIYA TEMINATI SAHESINDE SAIR YARDIMCI FEALIYYET","A"
"SUBINDCOD","66292","QEYRI-DOVLET PENSIYA FONDLARININ FEALIYYETI","A"
"SUBINDCOD","66300","FONDLARIN IDARE EDILMESI","A"
"SUBINDCOD","67","Banklar, Maliyyə vasitəçiliyi və sığorta sahəsində yardımçı fəaliyyət","I"
"SUBINDCOD","68","Dasinmaz emlakla elaqedar emeliyyatlar","A"
"SUBINDCOD","68100","SEXSI DASINMAZ EMLAKIN ALINMASI VE SATILMASI","A"
"SUBINDCOD","68200","SEXSI DASINMAZ EMLAKIN ISTISMARA VE KIRAYEYE VERILMESI","A"
"SUBINDCOD","68310","DASINMAZ EMLAKLA APARILAN EMELIYYATLAR UZRE AGENTLIKLERIN FEALIYYETI","A"
"SUBINDCOD","68320","DASINMAZ EMLAKIN IDARE EDILMESI","A"
"SUBINDCOD","69","Huquq ve muhasibat ucotu sahesinde fealiyyet","A"
"SUBINDCOD","69100","HUQUQ SAHESINDE FEALIYYET","A"
"SUBINDCOD","69102","XUSUSI NOTARIUSLARIN FEALIYYETI","A"
"SUBINDCOD","69103","VEKILLIK FEALIYYETI","A"
"SUBINDCOD","69201","MUHASIBAT UCOTU VE VERGILER UZRE MESLEHETLER","A"
"SUBINDCOD","69202","AUDITOR FEALIYYETI","A"
"SUBINDCOD","70","Merkezi ofislerin fealiyyeti ve idareetme sahesinde fealiyyet","A"
"SUBINDCOD","70100","MERKEZI OFISLERIN FEALIYYETI","A"
"SUBINDCOD","70210","ICTIMAI ELAQELERIN SAXLANILMASI VE MELUMAT MUBADILESI","A"
"SUBINDCOD","70220","KOMMERSIYA FEALIYYETI VE IDAREETME MESELELERI UZRE SAIR MESLEHETLER","A"
"SUBINDCOD","71","Memarliq, muhendis axtarislari; texniki meslehetler verilmesi sahesinde fealiyyet","A"
"SUBINDCOD","71111","MEMARLIQ SAHESINDE FEALIYYET","A"
"SUBINDCOD","71112","LAYIHE ISLERI","A"
"SUBINDCOD","71113","GEOLOJI-KESFIYYAT VE GEODEZIYA AXTARIS ISLERI","A"
"SUBINDCOD","71114","KARTOQRAFIYA FEALIYYETI","A"
"SUBINDCOD","71115","I VE II MESULIYYET SEVIY. BINA VE TIKILI. DOVLET STAND. UYGUN OLARAQ LAYIHELEND. VE MUHENDIS AXTARIS","A"
"SUBINDCOD","71120","MUHENDIS AXTARISLARI VE BU SAHEDE TEXNIKI MESLEHETLERIN VERILMESI","A"
"SUBINDCOD","71201","TEXNIKI SINAQ VE NEZARET","A"
"SUBINDCOD","71202","TEHLUKE POTENS OBYEK ISTISMAR OLUNAN AVADANL VE TEXN QURGU DIAQNOSTIKASI VE DIGER TEXNIK YOXLAMA KECIR","A"
"SUBINDCOD","72","Elmi tedqiqatlar ve islemeler","A"
"SUBINDCOD","72110","BIOTEXNOLOGIYA SAHESINDE TEDQIQATLAR VE ISLEMELER","A"
"SUBINDCOD","72190","TEBII VE TEXNIKI ELMLER SAHESINDE SAIR TEDQIQATLAR VE ISLEMELER (BIOTEXNOLOGIYADAN BASQA)","A"
"SUBINDCOD","72200","ICTIMAI VE HUMANITAR ELMLER SAHESINDE TEDQIQAT LAR VE ISLEMELER","A"
"SUBINDCOD","73","Reklam fealiyyeti ve bazarin oyrenilmesi","A"
"SUBINDCOD","73110","REKLAM AGENLIKLERININ FEALIYYETI","A"
"SUBINDCOD","73120","KUTLEVI INFORMASIYA VASITELERININ REKLAM XIDMETI GOSTERILMESI UZRE FEALIYYETI","A"
"SUBINDCOD","73200","BAZAR KONYUNKTURASININ TEDQIQI VE ICTIMAI REYIN OYRENILMESI","A"
"SUBINDCOD","74","Diger pesekar, elmi ve texniki fealiyyet","A"
"SUBINDCOD","74100","IXTISASLASDIRILMIS DIZAYN FEALIYYETI","A"
"SUBINDCOD","74200","FOTOQRAFIYA SAHESINDE FEALIYYET","A"
"SUBINDCOD","74299","FERDI FOTO, AUDIO-VIDEO XIDMETLERI (FOTO-STUDIYALAR ISTISNA OLMAQLA) SAHESINDE","A"
"SUBINDCOD","74300","TERCUME UZRE XIDMETLER (YAZILI VE SIFAHI)","A"
"SUBINDCOD","74900","DIGER QRUPLARA DAXIL EDILMEYEN SAIR PESEKAR, ELMI VE TEXNIKI FEALIYYET","A"
"SUBINDCOD","75","Baytarliq fealiyyeti","A"
"SUBINDCOD","75000","BAYTARLIQ FEALIYYETI","A"
"SUBINDCOD","77","Kiraye ve lizinq fealiyyeti","A"
"SUBINDCOD","77110","MINIK AVTOMOBILLERININ ICARESI VE LIZINQI","A"
"SUBINDCOD","77120","YUK AVTOMOBILLERININ ICARESI VE LIZINQI","A"
"SUBINDCOD","77210","IDMAN VE ISTIRAHET UCUN NEZERDE TUTULMUS MALLARIN ICARESI","A"
"SUBINDCOD","77220","VIDEOLENTLERIN VE DISKLERIN KIRAYESI","A"
"SUBINDCOD","77290","SAIR MEISET MEMULATLARININ VE SEXSI ISTIFADE ESYALARININ KIRAYESI","A"
"SUBINDCOD","77310","KEND TESERRUFATI AVADANLIQLARININ KIRAYESI","A"
"SUBINDCOD","77320","TIKINTI MASIN VE AVADANLIQLARININ KIRAYESI","A"
"SUBINDCOD","77330","HESABLAMA TEXNIKASINI DAXIL ETMEKLE OFIS AVADANLIQLARININ KIRAYESI","A"
"SUBINDCOD","77340","SU NEQLIYYATI VASITELERI VE AVADANLIQLARININ KIRAYESI","A"
"SUBINDCOD","77350","HAVA NEQLIYYATI VASITELERI VE AVADANLIQLARININ KIRAYESI","A"
"SUBINDCOD","77390","DIGER QRUPLARA DAXIL EDILMEYEN SAIR MASIN VE AVADANLIQLARIN ICARESI","A"
"SUBINDCOD","77400","MUELLIFLIK HUQ ILE MUDAFIE OLUNAN ESERL BASQA INTELEKTUAL MULKIY VE OXSAR MEHSULLARIN ICARESI","A"
"SUBINDCOD","78","Mesgulluq sahesinde fealiyyet","A"
"SUBINDCOD","78100","ISE DUZELTME AGENTLIKLERIN FEALIYYETI","A"
"SUBINDCOD","78102","AZERBAYCAN RESPUBLIKASI VETENDASLARININ XARICI OLKELERDE ISE DUZELMELERINDE VASITECILIK FEALIYYETI","A"
"SUBINDCOD","78200","MUVEQQETI ISCI QUVVESI ILE TEMINAT UZRE FEALIYYET","A"
"SUBINDCOD","78300","SAIR EMEK EHTIYATLARININ TEQDIM EDILMESI UZRE FEALIYYET","A"
"SUBINDCOD","79","Seyahet agentliklerinin ve turoperator evvelceden sifaris etme xidmeti ve bununla elaqedar fealiyyet","A"
"SUBINDCOD","79110","SEYAHET AGENTLIKLERININ FEALIYYETI","A"
"SUBINDCOD","79120","TUROPERATORLARIN FEALIYYETI","A"
"SUBINDCOD","79900","TURIZM SAHESINDE EVVELCEDEN SIFARISETME XIDMETLERI VE BUNUNLA ELAQEDAR FEALIYYET","A"
"SUBINDCOD","80","Istintaqin aparilmasi ve tehlukesizliyin teminati","A"
"SUBINDCOD","80100","SEXSI MUHAFIZECILERIN VE SEXSI MUHAFIZE BUROLARININ FEALIYYETI","A"
"SUBINDCOD","80200","TEHLUKESIZLIK SISTEMLERININ FEALIYYETININ TEMIN EDILMESI","A"
"SUBINDCOD","80201","MUHAFIZE ITLERININ OYREDILMESI","A"
"SUBINDCOD","80300","ISTINTAQIN APARILMASI","A"
"SUBINDCOD","81","Binalar ve menzerelerin deyisdirilmesi uzre xidmetlerin gosterilmesi","A"
"SUBINDCOD","81100","YARDIMCI-TEXNIKI XIDMETLERIN FEALIYYETI","A"
"SUBINDCOD","81210","BINALARIN ESASLI TEMIZLENMESI VE YIGISDIRILMASI","A"
"SUBINDCOD","81220","SAIR ISTEHSAL VE YASAYIS BINALARININ TEMIZLENMESI VE YIGISDIRILMASI","A"
"SUBINDCOD","81290","TEMIZLIK ISLERI UZRE SAIR FEALIYYET","A"
"SUBINDCOD","81300","MENZERELERIN DEYISDIRILMESI UZRE XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","82","Biznesin muhafizesine yoneldilmis inzibati ve sair elave fealiyyet","A"
"SUBINDCOD","82110","MUESSISELERIN, TESKILATLARIN INZIBATI XIDMETLERININ KOMPLEKS FEALIYYETI","A"
"SUBINDCOD","82190","FOTOSURET, SENEDLERIN HAZIRLANMASI VE SAIR XUSUSI INZIBATI XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","82200","TELEFON MELUMAT MERKEZLERININ FEALIYYETI","A"
"SUBINDCOD","82300","KONQRESSLERIN VE PESEKAR SALONLARIN TESKILI","A"
"SUBINDCOD","82910","ODENISLERIN YIGILMASI VE KREDIT EMELIYYATLARI HAQQINDA HESABATLAR UZRE AGENTLIKLERININ FEALIYYETI","A"
"SUBINDCOD","82920","QABLASDIRMA","A"
"SUBINDCOD","82990","DIGER QRUPLARA DAXIL EDILMEYEN BIZNESIN DESTEKLENMESINE YONELDILMIS SAIR ELAVE FEALIYYET","A"
"SUBINDCOD","84","Dovlet idareetmesi ve mudafie; icbari sosial teminat","A"
"SUBINDCOD","84111","UMUMI XARAKTERLI DOVLET IDAREETMESI","A"
"SUBINDCOD","84112","YERLI OZUNUIDAREETME ORQANLARININ FEALIYYETI","A"
"SUBINDCOD","84120","SOSIAL PROQRAMLARIN IDARE EDILMESI","A"
"SUBINDCOD","84130","IQTISADI FEALIYYETIN SEMERELI APARILMASINA YARDIM VE ONUN TENZIMLENMESI","A"
"SUBINDCOD","84210","BEYNELXALQ FEALIYYET","A"
"SUBINDCOD","84220","MUDAFIE FEALIYYETI","A"
"SUBINDCOD","84230","EDLIYYE VE EDALET MEHKEMESI SAHESINDE FEALIYYET","A"
"SUBINDCOD","84240","ICTIMAI QAYDALARIN VE TEHLUKESIZLIYIN TEMIN EDILMESI UZRE FEALIYYET","A"
"SUBINDCOD","84251","FOVQELADE HALLAR ZAMANI TEHLUKESIZLIYIN TEMIN EDILMESI UZRE FEALIYYET","A"
"SUBINDCOD","84252","MUESSISELERIN VE YASAYIS MENTEQELERININ MUQAVILE ESASINDA YANGINLARDAN QORUNMASI","A"
"SUBINDCOD","84300","MECBURI SOSIAL SIGORTA SAHESINDE FEALIYYET","A"
"SUBINDCOD","85","Tehsil","A"
"SUBINDCOD","85100","MEKTEBEQEDER TEHSIL","A"
"SUBINDCOD","85200","IBTIDAI TEHSIL (BIRINCI DERECELI)","A"
"SUBINDCOD","85311","UMUMI ORTA TEHSIL (IKINCI DERECELI)","A"
"SUBINDCOD","85312","HAZIRLIQ KURSLARININ FEALIYYETI","A"
"SUBINDCOD","85320","ORTA TEXNIKI VE PESE TEHSILI","A"
"SUBINDCOD","85410","NATAMAM ALI TEHSIL","A"
"SUBINDCOD","85420","ALI TEHSIL","A"
"SUBINDCOD","85510","BEDEN TERBIYYESI VE IDMAN SAHESINDE TEHSIL FEALIYYETI","A"
"SUBINDCOD","85520","MEDENIYYET SAHESINDE TEHSIL FEALIYYETI","A"
"SUBINDCOD","85530","SURUCU HAZIRLAYAN MEKTEBLERIN FEALIYYETI","A"
"SUBINDCOD","85590","DIGER QRUPLARA DAXIL EDILMEYEN TEHSIL SAHESINDE SAIR FEALIYYET","A"
"SUBINDCOD","85600","TEHSIL SAHESINDE YARDIMCI FEALIYYET","A"
"SUBINDCOD","86","Sehiyye sahesinde fealiyyet","A"
"SUBINDCOD","86100","XESTEXANALARIN FEALIYYETI","A"
"SUBINDCOD","86210","UMUMI HEKIM PRAKTIKASI SAHESINDE FEALIYYET","A"
"SUBINDCOD","86220","XUSUSI HEKIM PRAKTIKASI SAHESINDE FEALIYYET","A"
"SUBINDCOD","86230","STOMATOLOGIYA SAHESINDE FEALIYYET","A"
"SUBINDCOD","86900","SEHIYYE SAHESINDE SAIR FEALIYYET","A"
"SUBINDCOD","87","Sosial xidmetlerin gosterilmesi","A"
"SUBINDCOD","87100","ORTA TIBB HEYYETI TEREF XEST QULLUQ VE YASAYIS TEMINATI DAXIL,SOSIAL XIDMETL GOSTERILMESI","A"
"SUBINDCOD","87200","EQLI INKIS QAL, FIZ CATISMAZ OL,ALK VE NARKOT SUI-ISTIF ED PSIX POZULM  OL SEXS YASAY TEMI,SOS XIDM GOST","A"
